,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg,PM2.5_5horasdeps,PM10_5horasdeps,Time
0,24.02,6.45,14.05,26.32,2.517,6.33,74.9,0.0,807.889,-0.664,13.37,19.32,2025-01-01 00:00:00
1,8.14,15.45,13.49,25.87,2.925,6.6,69.1,0.0,807.854,-0.668,46.68,38.07,2025-01-01 01:00:00
2,4.74,10.11,12.9,27.23,3.22,5.94,75.0,0.0,807.906,-0.669,49.31,50.55,2025-01-01 02:00:00
3,17.02,11.99,11.89,29.65,3.019,6.87,58.5,0.0,807.67,-0.686,33.16,29.24,2025-01-01 03:00:00
4,19.32,13.37,9.75,33.57,2.726,5.09,19.4,0.0,807.355,-0.713,31.52,32.41,2025-01-01 04:00:00
5,38.07,46.68,7.99,36.4,1.605,2.98,355.1,0.0,807.286,-0.756,23.24,38.09,2025-01-01 05:00:00
6,50.55,49.31,8.28,34.49,1.945,3.47,348.0,0.0,807.379,-0.794,1.27,31.11,2025-01-01 06:00:00
7,29.24,33.16,7.61,36.5,2.91,4.08,5.4,0.0,807.768,-0.796,0.89,16.82,2025-01-01 07:00:00
8,32.41,31.52,6.8,39.33,2.67,3.84,8.1,0.0,808.336,-0.736,2.1,3.87,2025-01-01 08:00:00
9,38.09,23.24,8.91,32.24,2.403,3.59,356.3,0.0,808.948,-0.513,-8.02,3.91,2025-01-01 09:00:00
10,13.26,13.22,27.24,12.78,2.58,5.12,170.7,0.0,814.513,1.433,47.32,23.83,2025-01-01 16:00:00
11,10.51,24.76,27.1,12.73,1.968,4.4,173.0,0.0,814.162,1.206,37.58,47.29,2025-01-01 17:00:00
12,31.18,29.3,25.67,13.45,2.672,6.74,137.2,0.0,813.742,1.05,38.22,38.33,2025-01-01 18:00:00
13,42.48,42.59,19.14,14.76,4.325,7.76,66.2,0.0,807.828,-0.227,32.34,38.58,2025-01-01 19:00:00
14,23.83,47.32,15.67,28.42,3.985,8.95,35.1,0.0,807.095,-0.729,25.13,33.33,2025-01-01 20:00:00
15,47.29,37.58,13.48,44.93,3.258,5.55,15.5,0.0,808.087,-0.696,25.88,26.21,2025-01-01 21:00:00
16,38.33,38.22,11.88,57.6,2.975,5.76,57.8,0.0,808.627,-0.679,28.69,26.4,2025-01-01 22:00:00
17,38.58,32.34,10.97,62.12,3.185,8.51,73.5,0.0,809.262,-0.695,29.48,16.52,2025-01-01 23:00:00
18,33.33,25.13,9.99,64.25,3.015,6.95,58.3,0.0,809.876,-0.721,25.88,26.81,2025-01-02 00:00:00
19,26.21,25.88,8.76,69.37,2.466,6.78,51.1,0.0,810.086,-0.761,27.78,22.49,2025-01-02 01:00:00
20,26.4,28.69,7.53,75.59,1.778,4.41,0.4,0.0,810.007,-0.775,33.51,31.89,2025-01-02 02:00:00
21,16.52,29.48,7.18,76.59,1.917,4.36,8.5,0.0,809.785,-0.78,35.51,36.64,2025-01-02 03:00:00
22,26.81,25.88,7.04,73.7,2.148,4.39,352.0,0.0,809.609,-0.799,28.44,40.45,2025-01-02 04:00:00
23,22.49,27.78,6.0,77.12,2.601,4.54,349.4,0.0,809.637,-0.74,26.79,42.78,2025-01-02 05:00:00
24,31.89,33.51,5.38,79.81,2.836,4.19,342.7,0.0,809.807,-0.647,8.24,32.59,2025-01-02 06:00:00
25,36.64,35.51,4.83,79.54,3.38,4.96,335.4,0.0,810.309,-0.605,12.3,22.44,2025-01-02 07:00:00
26,40.45,28.44,4.57,78.05,3.537,5.34,337.1,0.0,810.892,-0.568,9.31,31.07,2025-01-02 08:00:00
27,42.78,26.79,6.27,73.58,2.535,4.79,341.2,0.0,811.147,-0.463,3.69,13.25,2025-01-02 09:00:00
28,32.59,8.24,9.9,60.82,2.28,5.03,42.6,0.0,811.397,-0.29,-0.31,5.01,2025-01-02 10:00:00
29,22.44,12.3,12.43,52.22,2.688,5.67,63.0,0.0,811.452,-0.064,-4.73,17.82,2025-01-02 11:00:00
30,31.07,9.31,17.22,46.12,3.948,7.27,89.3,0.0,814.947,1.067,1.91,16.64,2025-01-02 12:00:00
31,23.98,19.28,24.24,16.46,4.54,8.56,2.5,0.0,814.793,1.145,45.03,47.64,2025-01-02 17:00:00
32,40.71,39.35,19.66,14.72,5.136,8.56,0.7,0.0,810.074,0.068,32.5,49.96,2025-01-02 18:00:00
33,48.53,38.84,15.63,30.44,4.719,9.19,353.2,0.0,808.221,-0.739,34.42,31.88,2025-01-02 19:00:00
34,61.58,50.16,13.27,47.47,4.073,7.33,353.8,0.0,809.118,-0.715,44.88,11.5,2025-01-02 20:00:00
35,47.64,45.03,12.0,55.82,3.747,7.47,6.8,0.0,809.834,-0.689,31.07,27.17,2025-01-02 21:00:00
36,49.96,32.5,11.05,59.01,2.275,4.52,34.9,0.0,810.556,-0.674,22.69,13.98,2025-01-02 22:00:00
37,31.88,34.42,10.41,66.25,2.041,4.59,43.7,0.0,810.821,-0.676,18.67,4.54,2025-01-02 23:00:00
39,27.17,31.07,9.34,71.43,3.904,8.58,87.3,0.0,811.086,-0.758,23.08,18.11,2025-01-03 01:00:00
40,13.98,22.69,8.77,73.79,3.169,7.57,52.9,0.0,811.13,-0.755,28.72,27.41,2025-01-03 02:00:00
41,4.54,18.67,7.72,77.38,2.049,5.33,352.6,0.0,810.634,-0.762,23.74,21.71,2025-01-03 03:00:00
42,16.97,23.22,6.8,81.53,2.482,3.89,359.3,0.0,810.125,-0.787,26.68,26.67,2025-01-03 04:00:00
43,18.11,23.08,6.64,79.46,3.232,4.75,12.7,0.0,810.133,-0.785,18.38,37.24,2025-01-03 05:00:00
44,27.41,28.72,6.41,79.04,2.279,3.72,28.7,0.0,810.438,-0.767,8.1,32.7,2025-01-03 06:00:00
45,21.71,23.74,6.4,79.83,0.97,2.51,20.2,0.0,810.855,-0.773,-8.41,21.85,2025-01-03 07:00:00
46,26.67,26.68,5.98,84.0,1.635,3.62,340.2,0.0,811.407,-0.712,0.65,37.05,2025-01-03 08:00:00
47,37.24,18.38,6.92,80.01,2.095,3.87,339.3,0.0,811.723,-0.605,-1.11,1.37,2025-01-03 09:00:00
48,32.7,8.1,10.25,69.31,3.045,7.38,55.6,0.0,812.189,-0.374,5.26,2.06,2025-01-03 10:00:00
49,13.72,7.71,23.32,33.39,3.968,7.98,42.6,0.0,815.994,1.395,39.16,26.46,2025-01-03 16:00:00
50,27.27,14.5,22.15,32.66,4.709,9.01,64.4,0.0,814.748,1.182,18.12,13.95,2025-01-03 17:00:00
51,20.15,28.39,18.13,32.99,4.865,9.29,66.6,0.0,810.092,-0.003,14.94,22.65,2025-01-03 18:00:00
52,31.36,38.65,13.84,48.59,5.759,10.85,74.2,0.0,808.912,-0.742,17.51,14.07,2025-01-03 19:00:00
53,26.46,39.16,12.01,55.21,4.98,11.68,63.6,0.0,809.801,-0.704,16.13,11.09,2025-01-03 20:00:00
54,13.95,18.12,11.23,57.55,2.689,7.07,79.6,0.0,810.521,-0.675,16.49,-0.92,2025-01-03 21:00:00
55,22.65,14.94,10.31,64.39,3.056,7.34,64.0,0.0,811.132,-0.701,19.9,9.17,2025-01-03 22:00:00
56,14.07,17.51,9.91,69.15,3.493,7.89,46.6,0.0,811.204,-0.717,4.64,2.32,2025-01-03 23:00:00
57,11.09,16.13,9.68,71.85,4.01,7.84,55.8,0.0,811.145,-0.717,11.43,1.13,2025-01-04 00:00:00
58,9.17,19.9,8.97,76.2,2.608,5.67,24.3,0.0,810.612,-0.741,2.32,3.09,2025-01-04 02:00:00
59,6.14,10.17,8.71,78.33,2.475,7.14,29.5,0.0,809.519,-0.754,-4.07,7.88,2025-01-04 05:00:00
60,11.12,16.55,8.1,79.01,1.56,3.83,27.5,0.0,809.491,-0.775,-6.45,6.69,2025-01-04 07:00:00
61,11.87,7.18,8.08,79.04,1.512,2.94,11.8,0.0,809.91,-0.749,-4.52,18.37,2025-01-04 08:00:00
62,16.65,4.32,23.22,42.49,1.929,6.04,213.5,0.0,817.42,1.456,15.62,21.07,2025-01-04 13:00:00
63,10.76,10.62,26.08,28.99,2.232,6.35,252.6,0.0,814.371,1.431,42.23,39.03,2025-01-04 16:00:00
64,21.07,15.62,25.38,29.37,2.911,6.78,234.3,0.0,813.918,1.25,32.07,34.53,2025-01-04 17:00:00
65,28.98,28.3,23.14,31.2,2.788,5.44,235.8,0.0,812.18,0.896,31.48,47.76,2025-01-04 18:00:00
66,25.11,42.82,17.32,34.02,1.974,5.34,281.3,0.0,806.364,-0.556,30.34,56.35,2025-01-04 19:00:00
67,39.03,42.23,15.61,37.3,1.802,3.49,328.7,0.0,806.32,-0.736,21.96,23.87,2025-01-04 20:00:00
68,34.53,32.07,15.33,38.78,1.156,2.75,29.7,0.0,806.916,-0.696,17.43,29.67,2025-01-04 21:00:00
69,47.76,31.48,14.68,43.18,3.229,7.42,189.8,0.0,807.67,-0.679,15.08,22.64,2025-01-04 22:00:00
70,56.35,30.34,12.81,56.46,2.518,6.79,227.5,0.0,808.009,-0.672,18.1,20.8,2025-01-04 23:00:00
71,23.87,21.96,12.48,57.62,1.798,3.77,148.2,0.0,807.794,-0.672,7.04,22.72,2025-01-05 00:00:00
72,29.67,17.43,11.76,61.21,1.185,4.48,158.3,0.0,807.814,-0.662,12.76,23.48,2025-01-05 01:00:00
73,22.64,15.08,11.6,61.52,0.484,1.06,146.5,0.0,807.759,-0.662,19.9,15.57,2025-01-05 02:00:00
74,20.8,18.1,11.13,63.28,1.57,2.39,2.5,0.0,807.34,-0.661,24.91,17.11,2025-01-05 03:00:00
75,22.72,7.04,11.28,58.15,0.991,2.59,92.8,0.0,807.153,-0.656,22.69,19.57,2025-01-05 04:00:00
76,23.48,12.76,10.73,64.55,1.77,4.59,179.9,0.0,807.764,-0.664,3.18,20.87,2025-01-05 05:00:00
77,15.57,19.9,9.58,75.85,1.943,3.54,117.5,0.1,807.601,-0.684,-6.91,11.75,2025-01-05 06:00:00
78,17.11,24.91,8.92,79.74,1.031,1.78,334.6,0.0,807.957,-0.701,6.45,22.21,2025-01-05 07:00:00
79,19.57,22.69,8.78,78.66,0.603,1.38,89.7,0.0,808.421,-0.686,13.31,16.94,2025-01-05 08:00:00
80,22.21,6.45,16.28,55.22,2.609,5.05,173.1,0.0,812.978,0.814,9.45,22.03,2025-01-05 11:00:00
81,16.94,13.31,19.79,51.51,3.423,6.53,162.4,0.0,815.661,1.386,10.69,21.13,2025-01-05 12:00:00
82,17.76,9.63,21.11,46.27,3.808,7.72,177.2,0.0,815.054,1.402,25.91,31.56,2025-01-05 13:00:00
83,17.12,6.72,22.84,39.17,4.168,9.89,198.3,0.0,814.369,1.347,46.43,28.01,2025-01-05 14:00:00
84,22.03,9.45,23.87,33.21,5.484,11.24,220.1,0.0,813.597,1.407,36.72,32.52,2025-01-05 15:00:00
85,21.13,10.69,24.01,31.26,4.972,8.8,215.1,0.0,813.337,1.39,44.7,45.41,2025-01-05 16:00:00
86,31.56,25.91,22.13,30.46,4.499,8.6,240.5,0.0,811.503,0.903,36.9,43.8,2025-01-05 17:00:00
87,28.01,46.43,18.77,31.1,3.325,7.09,225.4,0.0,807.571,-0.057,35.52,50.29,2025-01-05 18:00:00
88,32.52,36.72,16.93,33.27,1.618,3.88,211.0,0.0,806.578,-0.612,14.27,19.72,2025-01-05 19:00:00
89,45.41,44.7,15.63,37.14,0.759,2.28,169.1,0.0,806.989,-0.736,17.09,7.26,2025-01-05 20:00:00
90,43.8,36.9,14.3,41.11,1.192,2.76,198.2,0.0,807.751,-0.695,12.41,8.54,2025-01-05 21:00:00
91,50.29,35.52,13.08,47.43,3.047,6.23,241.6,0.0,808.172,-0.69,16.01,7.49,2025-01-05 22:00:00
92,19.72,14.27,12.3,51.03,2.753,5.76,230.7,0.0,808.301,-0.664,12.56,21.1,2025-01-05 23:00:00
93,7.26,17.09,11.31,54.98,1.041,3.78,224.4,0.0,808.227,-0.663,6.74,10.11,2025-01-06 00:00:00
94,8.54,12.41,11.13,54.29,0.82,1.54,94.3,0.0,807.977,-0.666,23.21,24.23,2025-01-06 01:00:00
95,7.49,16.01,9.59,58.02,0.81,1.87,44.9,0.0,807.861,-0.682,17.17,21.98,2025-01-06 02:00:00
96,21.1,12.56,9.28,58.9,0.877,2.07,93.7,0.0,807.613,-0.705,16.6,21.49,2025-01-06 03:00:00
97,10.11,6.74,7.76,63.29,1.545,1.97,39.7,0.0,807.647,-0.738,14.01,30.29,2025-01-06 04:00:00
98,24.23,23.21,7.4,64.22,1.67,3.48,35.4,0.0,807.634,-0.731,20.68,43.71,2025-01-06 05:00:00
99,21.98,17.17,7.37,65.7,0.993,1.62,60.7,0.0,807.743,-0.739,14.69,35.95,2025-01-06 06:00:00
100,21.49,16.6,7.18,66.26,1.815,3.86,59.1,0.0,808.147,-0.727,5.7,22.26,2025-01-06 07:00:00
101,30.29,14.01,6.21,67.86,2.914,4.02,345.4,0.0,808.755,-0.691,-0.35,1.87,2025-01-06 08:00:00
102,43.71,20.68,7.33,65.07,2.271,4.23,340.9,0.0,809.404,-0.649,8.11,20.94,2025-01-06 09:00:00
103,35.95,14.69,9.89,62.04,1.867,4.48,2.8,0.0,809.789,-0.551,16.52,22.04,2025-01-06 10:00:00
104,22.26,5.7,12.43,57.69,2.559,5.06,51.6,0.0,809.881,-0.223,7.58,19.66,2025-01-06 11:00:00
105,20.94,8.11,19.74,45.62,3.116,6.37,117.3,0.0,815.321,1.291,21.27,33.07,2025-01-06 13:00:00
106,22.04,16.52,20.55,44.4,2.895,5.67,133.2,0.0,814.752,1.312,38.3,43.8,2025-01-06 14:00:00
107,19.66,7.58,21.7,39.19,2.44,5.78,120.8,0.0,814.187,1.356,51.03,49.6,2025-01-06 15:00:00
108,20.54,4.23,22.64,34.21,2.433,5.19,174.7,0.0,814.135,1.297,46.87,54.33,2025-01-06 16:00:00
109,33.07,21.27,22.04,32.36,1.438,3.68,199.4,0.0,813.516,1.096,35.32,39.43,2025-01-06 17:00:00
110,43.8,38.3,18.97,33.74,2.167,5.08,158.1,0.0,809.823,0.36,27.82,42.93,2025-01-06 18:00:00
111,49.6,51.03,15.42,42.34,3.305,6.37,127.2,0.0,806.829,-0.734,21.17,29.95,2025-01-06 19:00:00
112,54.33,46.87,13.98,52.48,3.657,8.87,92.4,0.0,807.617,-0.726,21.28,27.52,2025-01-06 20:00:00
113,39.43,35.32,12.75,58.36,2.45,6.02,55.5,0.0,808.019,-0.711,29.56,22.84,2025-01-06 21:00:00
114,42.93,27.82,12.26,60.38,1.92,3.34,33.9,0.0,808.54,-0.691,25.38,28.19,2025-01-06 22:00:00
115,29.95,21.17,11.59,62.41,1.622,2.47,13.7,0.0,808.464,-0.665,17.48,9.59,2025-01-06 23:00:00
116,27.52,21.28,11.12,63.75,1.833,3.65,359.9,0.0,808.3,-0.671,24.41,16.55,2025-01-07 00:00:00
117,22.84,29.56,10.61,65.99,1.864,3.12,12.0,0.0,807.994,-0.658,30.66,29.61,2025-01-07 01:00:00
118,28.19,25.38,10.65,67.45,2.043,3.54,18.2,0.0,807.793,-0.67,24.84,26.21,2025-01-07 02:00:00
119,9.59,17.48,10.17,69.73,2.135,3.72,5.7,0.0,807.253,-0.68,25.8,33.33,2025-01-07 03:00:00
120,16.55,24.41,9.21,72.23,2.36,4.18,10.0,0.0,806.822,-0.701,35.29,40.91,2025-01-07 04:00:00
121,29.61,30.66,8.98,73.92,0.966,2.76,109.4,0.0,807.169,-0.73,30.18,65.54,2025-01-07 05:00:00
122,26.21,24.84,7.84,77.12,2.483,3.48,353.6,0.0,807.263,-0.752,28.07,62.32,2025-01-07 06:00:00
123,33.33,25.8,7.72,76.68,1.947,3.75,20.4,0.0,807.524,-0.729,17.04,42.65,2025-01-07 07:00:00
124,40.91,35.29,7.57,77.09,1.727,3.24,0.8,0.0,808.076,-0.715,3.72,41.33,2025-01-07 08:00:00
125,65.54,30.18,8.6,72.05,2.493,4.32,348.2,0.0,808.634,-0.616,-7.34,6.65,2025-01-07 09:00:00
126,62.32,28.07,10.99,64.83,2.099,3.82,330.7,0.0,809.363,-0.51,0.05,-10.05,2025-01-07 10:00:00
127,42.65,17.04,15.6,54.36,1.298,2.69,300.2,0.0,812.026,0.293,7.42,54.72,2025-01-07 11:00:00
128,54.72,7.42,17.88,36.44,4.14,8.62,255.1,0.0,808.457,-0.103,24.51,22.8,2025-01-07 15:00:00
129,28.77,11.6,16.63,36.97,4.166,8.04,264.5,0.0,806.928,-0.514,17.27,45.87,2025-01-07 16:00:00
130,24.71,21.23,14.7,43.01,2.475,5.72,291.8,0.0,807.362,-0.705,24.86,41.27,2025-01-07 18:00:00
131,22.8,24.51,13.23,50.09,1.991,3.89,11.1,0.0,807.668,-0.712,26.68,40.69,2025-01-07 19:00:00
132,45.87,17.27,12.78,49.54,2.268,4.65,355.9,0.0,808.116,-0.69,28.08,21.63,2025-01-07 20:00:00
133,50.48,29.43,12.42,52.64,2.549,4.42,7.0,0.0,808.851,-0.692,11.51,12.57,2025-01-07 21:00:00
134,41.27,24.86,11.92,54.07,2.274,4.37,27.8,0.0,809.62,-0.666,18.93,20.27,2025-01-07 22:00:00
135,40.69,26.68,10.79,62.3,2.528,4.57,56.1,0.0,809.864,-0.662,16.91,13.52,2025-01-07 23:00:00
136,21.63,28.08,10.29,64.35,2.472,4.9,56.7,0.0,809.815,-0.666,8.73,4.55,2025-01-08 00:00:00
137,12.57,11.51,9.81,64.97,1.975,4.61,33.7,0.0,809.838,-0.671,10.98,14.55,2025-01-08 01:00:00
138,20.27,18.93,9.13,67.74,2.09,4.78,14.4,0.0,809.68,-0.717,18.01,14.14,2025-01-08 02:00:00
139,13.52,16.91,8.55,71.1,2.035,3.86,32.3,0.0,809.375,-0.736,14.51,28.86,2025-01-08 03:00:00
140,4.55,8.73,8.22,70.54,2.135,3.71,27.3,0.0,809.192,-0.729,10.68,16.36,2025-01-08 04:00:00
141,14.55,10.98,7.83,73.29,1.915,3.45,31.5,0.0,808.793,-0.753,8.53,17.48,2025-01-08 05:00:00
142,14.14,18.01,7.27,76.48,1.851,3.47,353.6,0.0,808.747,-0.76,-8.32,21.46,2025-01-08 06:00:00
143,28.86,14.51,7.17,77.43,1.984,3.68,356.4,0.0,809.093,-0.74,3.44,16.64,2025-01-08 07:00:00
144,16.36,10.68,7.74,70.6,1.881,3.45,0.7,0.0,809.302,-0.699,3.93,13.62,2025-01-08 08:00:00
145,17.48,8.53,9.17,61.98,1.343,2.65,329.8,0.0,809.84,-0.562,5.57,22.66,2025-01-08 09:00:00
146,22.66,5.57,20.79,43.07,2.283,5.97,147.2,0.0,816.004,1.383,32.38,24.47,2025-01-08 13:00:00
147,19.91,12.29,24.25,38.52,3.58,8.7,227.3,0.0,813.933,1.241,21.48,26.38,2025-01-08 16:00:00
148,24.47,32.38,20.83,43.51,4.697,11.05,247.7,0.0,810.735,0.613,20.27,15.96,2025-01-08 17:00:00
149,43.08,46.97,15.32,54.14,2.787,6.97,303.4,0.0,806.606,-0.564,24.79,26.61,2025-01-08 18:00:00
150,28.5,30.25,15.02,54.77,2.478,4.89,296.2,0.0,807.096,-0.692,26.11,43.53,2025-01-08 19:00:00
151,26.38,21.48,14.78,54.38,1.549,3.69,290.2,0.0,807.462,-0.674,22.26,12.75,2025-01-08 20:00:00
152,15.96,20.27,14.22,56.61,0.937,1.77,185.8,0.0,808.166,-0.665,19.17,11.83,2025-01-08 21:00:00
153,26.61,24.79,13.66,59.54,1.39,2.17,162.1,0.0,808.562,-0.647,17.82,14.14,2025-01-08 22:00:00
154,43.53,26.11,11.81,64.32,2.113,3.52,56.4,0.0,808.693,-0.652,14.08,15.91,2025-01-08 23:00:00
155,12.75,22.26,10.35,69.65,1.936,3.11,30.1,0.0,808.333,-0.666,12.59,8.52,2025-01-09 00:00:00
156,11.83,19.17,9.0,75.35,2.523,4.14,353.6,0.0,807.727,-0.703,9.35,15.89,2025-01-09 01:00:00
157,14.14,17.82,8.26,78.32,2.25,3.64,351.8,0.0,807.284,-0.741,18.24,12.05,2025-01-09 02:00:00
158,15.91,14.08,7.43,82.75,2.749,4.11,350.8,0.0,806.953,-0.771,14.46,21.17,2025-01-09 03:00:00
159,8.52,12.59,7.27,83.32,2.379,3.88,1.3,0.0,806.473,-0.776,28.95,38.34,2025-01-09 04:00:00
160,15.89,9.35,6.65,86.19,2.782,3.87,354.6,0.0,806.136,-0.761,13.39,52.5,2025-01-09 05:00:00
161,12.05,18.24,5.87,89.23,2.657,3.19,350.7,0.0,806.081,-0.742,-5.6,34.95,2025-01-09 06:00:00
162,21.17,14.46,6.02,87.54,2.335,2.98,1.5,0.0,806.194,-0.752,6.15,20.22,2025-01-09 07:00:00
163,38.34,28.95,6.19,85.22,2.067,2.76,5.7,0.0,806.621,-0.713,0.15,25.91,2025-01-09 08:00:00
164,52.5,13.39,8.57,74.71,0.764,2.25,320.3,0.0,806.928,-0.524,-42.23,36.34,2025-01-09 09:00:00
165,20.22,6.15,17.24,56.4,1.828,3.98,178.3,0.0,811.688,1.017,-11.04,12.23,2025-01-09 11:00:00
167,31.66,21.9,21.44,37.41,6.784,13.84,210.9,0.0,807.915,0.705,23.59,24.99,2025-01-09 18:00:00
168,28.76,32.65,17.17,39.83,6.006,10.78,208.9,0.0,803.795,-0.641,14.27,20.56,2025-01-09 19:00:00
169,25.78,28.91,16.01,43.84,4.569,9.93,201.2,0.0,804.31,-0.687,2.57,12.35,2025-01-09 20:00:00
170,19.0,29.08,14.67,48.71,3.905,7.09,212.2,0.0,804.77,-0.668,5.84,19.53,2025-01-09 21:00:00
171,24.99,23.59,13.95,51.77,4.207,7.38,220.2,0.0,805.074,-0.658,11.83,3.97,2025-01-09 22:00:00
172,20.56,14.27,13.58,55.01,4.504,7.8,217.9,0.0,804.978,-0.655,13.95,20.24,2025-01-09 23:00:00
173,19.53,5.84,12.63,58.9,3.728,6.76,221.1,0.0,804.743,-0.639,21.25,20.53,2025-01-10 01:00:00
174,20.24,13.95,11.98,65.48,4.132,8.14,222.9,0.0,804.045,-0.655,17.52,7.24,2025-01-10 03:00:00
175,11.31,8.5,11.81,66.42,3.951,8.01,238.9,0.0,803.541,-0.662,22.58,18.09,2025-01-10 04:00:00
176,20.53,21.25,11.18,68.84,3.565,6.92,231.0,0.0,803.517,-0.689,5.73,11.79,2025-01-10 05:00:00
177,17.41,19.72,10.6,73.11,3.339,6.04,221.7,0.0,803.714,-0.699,12.77,24.36,2025-01-10 06:00:00
178,7.24,17.52,10.08,77.43,1.94,5.07,218.7,0.0,803.909,-0.728,25.22,36.15,2025-01-10 07:00:00
179,18.09,22.58,9.79,79.66,1.488,3.18,195.7,0.0,804.529,-0.7,6.98,15.47,2025-01-10 08:00:00
180,11.79,5.73,11.66,70.58,1.227,2.37,209.9,0.0,804.996,-0.544,-6.79,11.33,2025-01-10 09:00:00
181,24.36,12.77,12.61,65.74,1.862,3.69,180.3,0.0,805.582,-0.422,-9.59,11.08,2025-01-10 10:00:00
182,36.15,25.22,13.76,59.83,3.546,8.95,189.1,0.0,805.726,-0.453,-2.77,0.13,2025-01-10 11:00:00
183,15.47,6.98,15.33,51.5,6.183,11.95,219.5,0.0,805.253,-0.338,3.35,21.25,2025-01-10 12:00:00
184,18.79,14.51,15.61,50.53,4.724,9.02,234.0,0.0,802.319,-0.65,29.94,19.13,2025-01-10 17:00:00
185,28.58,26.43,14.39,60.27,4.026,7.61,245.8,0.0,802.812,-0.666,31.55,47.1,2025-01-10 18:00:00
186,18.81,23.41,13.64,64.45,2.8,5.19,267.5,0.0,802.851,-0.674,14.11,24.19,2025-01-10 19:00:00
187,34.97,29.5,13.03,67.4,2.496,4.72,234.1,0.0,803.42,-0.662,6.66,7.29,2025-01-10 20:00:00
188,19.13,29.94,12.16,74.75,2.469,5.0,189.1,0.0,804.138,-0.679,14.45,9.1,2025-01-10 21:00:00
191,7.29,6.66,10.09,96.93,2.181,4.27,166.6,0.0,804.576,-0.68,-3.92,2.55,2025-01-11 00:00:00
198,8.26,10.94,15.89,49.13,6.735,12.53,205.9,0.0,801.736,-0.618,17.83,24.54,2025-01-11 18:00:00
199,12.61,8.52,14.83,53.97,5.27,11.34,209.3,0.0,801.916,-0.686,2.46,-6.17,2025-01-11 19:00:00
200,9.34,21.15,14.06,59.05,4.955,10.52,217.0,0.0,802.558,-0.672,12.94,22.63,2025-01-11 20:00:00
201,11.2,11.01,13.26,64.14,3.401,8.12,219.7,0.0,803.028,-0.66,7.72,0.26,2025-01-11 21:00:00
202,24.54,17.83,12.94,66.25,2.704,6.26,235.4,0.0,803.456,-0.651,0.69,5.28,2025-01-11 22:00:00
203,22.63,12.94,12.06,73.0,3.335,6.18,219.0,0.0,803.745,-0.675,-0.65,1.71,2025-01-12 00:00:00
204,15.32,12.56,9.96,85.69,2.497,4.69,171.8,0.0,802.442,-0.688,9.43,11.74,2025-01-12 05:00:00
206,4.47,10.36,9.52,89.8,1.789,3.26,198.5,0.0,803.073,-0.692,8.54,19.76,2025-01-12 07:00:00
207,10.72,9.17,10.2,81.22,3.274,7.64,191.0,0.0,803.769,-0.663,1.57,8.21,2025-01-12 08:00:00
208,11.74,9.43,10.57,78.9,2.541,4.68,190.5,0.0,804.411,-0.625,-15.23,3.79,2025-01-12 09:00:00
209,12.86,9.68,11.34,78.06,2.604,4.81,190.9,0.0,805.219,-0.592,-20.04,-0.18,2025-01-12 10:00:00
210,19.76,8.54,12.31,72.03,3.229,6.23,193.4,0.0,805.531,-0.394,-1.06,-6.9,2025-01-12 11:00:00
211,20.6,11.2,15.52,48.12,5.165,9.05,229.3,0.0,804.052,-0.596,5.95,17.27,2025-01-12 18:00:00
212,24.45,9.74,13.22,56.06,2.407,4.87,215.1,0.0,805.813,-0.669,4.99,3.04,2025-01-12 21:00:00
213,17.27,5.95,12.83,56.36,2.185,3.76,214.7,0.0,806.585,-0.656,5.66,0.05,2025-01-12 22:00:00
214,19.61,10.78,11.94,60.71,2.435,3.98,235.8,0.0,807.286,-0.644,0.14,14.63,2025-01-12 23:00:00
215,14.32,7.75,10.91,64.57,1.0,3.44,221.0,0.0,807.223,-0.659,0.29,0.5,2025-01-13 00:00:00
216,30.3,17.51,7.63,75.51,1.219,2.06,2.6,0.0,807.396,-0.769,-7.23,-8.16,2025-01-13 08:00:00
217,46.36,18.32,8.97,70.03,1.332,2.38,10.6,0.0,808.55,-0.531,-3.03,-4.45,2025-01-13 09:00:00
218,22.72,8.8,15.5,53.51,1.263,2.93,222.6,0.0,812.022,0.612,-25.09,-18.73,2025-01-13 11:00:00
219,16.33,16.62,23.35,22.52,2.577,5.63,240.1,0.0,811.114,0.957,19.13,21.79,2025-01-13 18:00:00
220,31.97,29.42,17.0,22.75,1.431,2.71,339.8,0.0,806.432,-0.753,15.59,25.19,2025-01-13 20:00:00
221,45.94,19.82,15.61,33.2,2.169,5.68,83.4,0.0,807.506,-0.735,10.23,7.22,2025-01-13 21:00:00
222,21.79,19.13,13.45,45.8,2.274,5.46,112.4,0.0,808.168,-0.719,15.01,16.84,2025-01-13 22:00:00
223,19.38,14.79,11.98,51.52,2.213,4.44,18.4,0.0,808.76,-0.693,5.44,5.86,2025-01-13 23:00:00
224,25.19,15.59,11.03,55.89,1.919,3.28,27.8,0.0,808.979,-0.677,10.81,12.94,2025-01-14 00:00:00
225,7.22,10.23,9.94,59.47,1.407,2.83,10.0,0.0,809.068,-0.667,10.94,4.6,2025-01-14 01:00:00
226,16.84,15.01,9.2,61.99,1.446,2.84,46.2,0.0,809.033,-0.693,15.47,20.22,2025-01-14 02:00:00
227,5.86,5.44,8.25,65.7,2.426,3.68,9.5,0.0,808.55,-0.711,16.65,23.9,2025-01-14 03:00:00
